,text,time,hashed_value
45,Kid in class got my sn. Smh* it was Jo ,Tue Sep 19 14:47:25 2023,28b231d4b4c842664516d1c28e12347121d60da997efb0f47629af64dafe972d
46,How did I reach 25 without a single best &quot;friend&quot; male or female? I have plenty of &quot;associates&quot; though. Clearly this isn't healthy. ,Tue Sep 19 14:47:25 2023,04a32a046ceef8db00a09d7ccca753a8c5fd72e9af3bc7e6b9165a2a4238e0f5
47,Cant wait to see my baby on tuesdayyy. . miss u   Xxxxxxx,Tue Sep 19 14:47:25 2023,d9db09b8221c35c73b92e1f22fff833ea84926e931166571446e42bdcb2f0ff6
48,floods in the Czech Rep. AGAIN ,Tue Sep 19 14:47:25 2023,0c398c223f24f579203f563e418961b20da3351af7cdd74f7f529d0bb1e49147
49,Rolled my ankle at work last night. Don't know how well I'm going to do with training now.  http://dailymile.com/e/zHX,Tue Sep 19 14:47:25 2023,fd9c8bc14f79098bb97cb2ff84e699f45f330996bd468980c42a65d7746e32e9
50,@mbd if we 5 are successful: 200 sadarses. If we are not: 5 sadarses ,Tue Sep 19 14:47:25 2023,21eb95db3f27d3d736cf5f6a2becce72a70572d38f722f65207d8d7b730c837c
51,Still looking for good news which is represent peace but i think they are really few ,Tue Sep 19 14:47:25 2023,73088e79bb124e8b8f73efe320837aa6c90a72fef4c725e454e384a0cd9e093e
52,"why did i choose MBA!!!! whats the point in doing 1 thing that everyone else is doing, i thought it didn't need brains  uaaaaaa",Tue Sep 19 14:47:25 2023,84384cfa1214bd81497a1ac09c1bfcb6a84fb076cba32afb2ba3dd29e23253b9
53,"I miss you , my honey  Come back......... please",Tue Sep 19 14:47:25 2023,e1f724c8be9125abfc33d0c1442406cc74c26d8887e8670f467e002fc8997d06
54,awh am currently an insomniac I CNT SLEEEPP  need sick rest  tomrw is guna suckk,Tue Sep 19 14:47:25 2023,50b512bf0b933a5e0cbff16887b40305bc20a95acf675e9d9f2170043be10fab
55,"@Emsparks i had to time to go buy one before dance either, and right now i cant be bothered to go to the shop as its to hot! ",Tue Sep 19 14:47:25 2023,d164fcab1313eb9ab886744ad748920d8df6eb912a3042b0040e89d4838b8ca4
56,Sick today  coding from the couch.,Tue Sep 19 14:47:25 2023,1e54ce12b436c3860a3bc128b4368fd33992d06261fc432e896e8f781ec12aba
57,school  but last day =D,Tue Sep 19 14:47:25 2023,4e1dd742f145610c305bc97dc2d53bc65b3dbfa59c06e3bf478ca9d18914ed19
58,such sad news this morning...my thoughts and prayers are with my friend brian and his family ,Tue Sep 19 14:47:25 2023,3b8ee685ff225a4b735439bcee93279f72bc8735f4723f77d4708cac7dcf7e4a
59,such sad news this morning...my thoughts and prayers are with my friend brian and his family ,Tue Sep 19 14:47:25 2023,3b8ee685ff225a4b735439bcee93279f72bc8735f4723f77d4708cac7dcf7e4a
60,the weather is soooo great and IÂ´m sitting here in the office ,Tue Sep 19 14:47:25 2023,25e197eb54a1a573ba548afcbd74f1000123b2af9e1ed67bc0fafac9a33d73a4
61,"@PLPhotography cool thats wzzup, damn u saw it already lol , I jealous.. shit tickets prob sold out this week ",Tue Sep 19 14:47:25 2023,5b5de246da96ee83240512d30486900574f99668768e1ac6eb97bd38fba8cf1c
62,Taking Grandma to chemo today. I hate hospitals. ,Tue Sep 19 14:47:25 2023,71c619ee1571b4ee65437ffe75a3da837cef688578f3157e6d57fd375b1c4e3b
63,delaying the inevitable... Work in half an hour ,Tue Sep 19 14:47:25 2023,7978e0662f3ea9eebf1a294de07887c8feb0537530b057083602b194c2735769
64,@KennyAshleyxoxo i need to know the same ... ,Tue Sep 19 14:47:25 2023,a61e8d6c42f6ef2e7edbf0df2f74aeaf2e416f757699cdd5a2da9df3b19f44bd
65,Too many people at the starbucks drive thru!!!!!!!!!!! Ahhhhhh! I guess coffee from the grungy old office coffee pot it is ,Tue Sep 19 14:47:25 2023,41aab2425e416ed689c06d98a20bdb9d510e33db3e1a108ae24ba0bed2e5c2c0
66,i guess ill go back to work...   ,Tue Sep 19 14:47:25 2023,18e1f91aee35b847578ce41305728883f78675ffb79d7c4387761abbeb15c529
67,Missing the boyfriend. ,Tue Sep 19 14:47:25 2023,b967dd6e89dbae6e455854a1b866b67e9bf20fb07161fd3934481ae7e106c020
68,I miss my hubby  gk ketemu 2 hari...hiks,Tue Sep 19 14:47:25 2023,19f0c4713f87c8ca32a7dea3d27a15f55573b2886a3a321a24fbd103c589d626
69,@sivajayaraman please - I have stopped taking tea/coffee from the vending machine.  I drink a glass of hot water instead ,Tue Sep 19 14:47:25 2023,d77c0ad694f08b6e343af45fb42655135db9f958cbdfebdfea8fdb519e5690c5
70,Sitting in traffic just crawling along I hate construction ,Tue Sep 19 14:47:25 2023,c5ce9ac63a014f590a1094b6f44cae0c45e49c2df6a57dbe2b40392a1c4f9c80
71,I can't wrinkle my nose anymore ,Tue Sep 19 14:47:25 2023,0caae1053f30d5ff534220193b7fba86a4bec3a90a9a59d2798b0ef85dd6e123
72,@purplerazberryy TY bff. i feel like i haven't seen U in months. hope U all have fun @ Ronnie's party.  i will take all the drunk dials!;D,Tue Sep 19 14:47:25 2023,9a1a7801920142e9dd7009a827f13cfcb79e083f27d9ebac2e984007ccc9f4e8
73,wishes she was reading a novel instead of faking study for her exam tomorrow. Pretending to study is really exhausting. I'm so run-down ,Tue Sep 19 14:47:25 2023,b93a6b5f949799da22fba0467f039280e106bd3c2739e39eaabb46bb581b8acc
74,Wants this pain to go away so I can go to YATEC. But I probably won't be able to go. Blah ,Tue Sep 19 14:47:25 2023,5fd0896c39c0bbbf21d1f256115b3a84747adac19fda5e8107aa9c5932b835ed
75,@missyelam But what would I do without my tv shows??? I'm addicted to Showtime. ,Tue Sep 19 14:47:25 2023,b3e6ed4123527fe2dbf31e86d4c496a1dc042ce7c5b0e2ce06310164f481f546
76,@velmalikevelvet Hmm...maybe it's best if you hold it (then I don't have to pack/unpack it!) but I want it NOW ,Tue Sep 19 14:47:25 2023,acf0c06db7c1bbf82ac066b1375b259e0e797fb541e73d663f4525ed023c4805
77,@whatcassiesaid i have barely even had energy to leave my bed let alone the house  it's kinda worrying me now,Tue Sep 19 14:47:25 2023,0fe182b909a817954610e4b0ba8426e2ac78e4ba404ebac0260c9ace644eedd2
78,is at home watching Criminal Minds and then Las Vegas and then.... forced myself to sleep!! ,Tue Sep 19 14:47:25 2023,75fb0502886171fc10af96c50b5d2087eda5077e582c7bfa8daf27c294da29e1
79,Going to the final Third year discipleship  then off to bowl and eat ice cream with the #GTAustin Staff the @GT20mobile Great day,Tue Sep 19 14:47:25 2023,eda52541b3d3269ef7e8d675dd2c2dac11247f03f80790b81268888cf806b7a6
80,back from school.. Hard day ,Tue Sep 19 14:47:25 2023,5501077d173d6355802155f29ac23e71e8dd08fcb60194039f5bca033bf0c7d6
81,@bballgal_508 hey jules! i know uve prob texted me somewhere down the line... my phone's not working right now  r we still on for July 4??,Tue Sep 19 14:47:25 2023,d7638722e1fffb5273199ce0d689fa9924c380ce72884dea181b7d2787dd84c9
82,And all the horses have small cuts on there hawks ,Tue Sep 19 14:47:25 2023,d9031867ca1657b874be316a86a339d34c7936eeca3d5dd10484f6642ce3e189
83,@avengedpunk GTS you mad woman!  i want you to feel better!,Tue Sep 19 14:47:25 2023,23745f23a71089eeccbfb209ed93191154fb2d513ce10ab74456001f9bf3612e
84,Is back to reality ,Tue Sep 19 14:47:25 2023,bca97c30e9228579b7b1dd798231e076dc31aabf4baf8336f906e790919f6494
85,Working in College Park today 9-5. I hate new places ,Tue Sep 19 14:47:25 2023,5e756bf0119d9793e9c6b2cff1072c4c208f12997ac141ec5bece960bee0e273
86,"is jobhunting, it fucking sucks when you're in direct competition with 3 of your BFs...   ",Tue Sep 19 14:47:25 2023,ce7a59eba0ab16c594cb4014e443f59d8108616ee795ea5e90d4184be932169a
87,So.screwed up getting the morning suits for my bros wedding  now alex and I will end up in spiderman costumes ( I kid J. Will get sorted),Tue Sep 19 14:47:25 2023,b0cde34c8c1d150d989b15c2d0e36ff4e9eff7acca739e33eb5923564c8de13c
88,"@JustineCullen no he was the right one, he was the only one and as usual I screwed up, I think ive lost my bff also ",Tue Sep 19 14:47:25 2023,153de9c652df7fc56b62110099693d827c0bcd6263b3f83cf81d6c0836107a1b
89,is bummed out.  http://plurk.com/p/13w58h,Tue Sep 19 14:47:25 2023,a58162eff8c7b76c7dcf6e9254cc2bdea7b9aca1c2e4b8a9f34c120efc218ee2
90,doesn't like dogs who chew on books.... ,Tue Sep 19 14:47:25 2023,4ab25f1293f0e00ce5021565009279698b398b06fd72c0637322579b032d866e
91,feels guilty for lying.  this is y i dont lie.,Tue Sep 19 14:47:25 2023,ed8e9ec7afd7c90eb1bdb233cdffb1140f83cd25d410786ef8d09237f1d3ff83
92,It's only 10 and it's already SO hot. ,Tue Sep 19 14:47:25 2023,37b737ecca79658d966faa14bf3d24be57148de8513fdc4c1b5e39c7c3b551e3
93,Afraid of what's gonna happen when Howard gets home. ,Tue Sep 19 14:47:25 2023,41425c27bf5be9b6c516f93455da525ff88b3b044d7bab50701b320b72d1d1c9
94,http://twitpic.com/8dcd0 - The leach field and septic tank debacle continues.   ,Tue Sep 19 14:47:25 2023,26af4f677599d6e53130c611ec904e9da3392d9843986d3dc03b61839029448f
95,Wish I could change tags for past posts  #e2conf48 to #e2conf47,Tue Sep 19 14:47:25 2023,93a980dd0c2f870ebd897c161322a59eece69f2c30b18a2a85790af57dbce9c2
96,"Once again my debugger won't attach to a Silverlight process, and once again I have no idea why ",Tue Sep 19 14:47:25 2023,321ea1e0d79a13978efabfa1fd8286e72ad51af0820ce3f7af1301e21e2ac586
97,"i don't know, i'm so confused ",Tue Sep 19 14:47:25 2023,e2545c5e8517ebc2a64a37a61385fc917781cea270451b20d410a1eac8d6a719
98,it feels like i'm coming down with something...  *away! away!*,Tue Sep 19 14:47:25 2023,ad1f6fd895752fe7027f4bf6f09d692e3bf54853656d9997ff1e9615f1915896
