,text,time,hashed_value
75,@missyelam But what would I do without my tv shows??? I'm addicted to Showtime. ,Sun May 21 20:07:28 2023,e7725adf531ef00d0ad0c68a3e6a1a3d75f396bbeffa7e6596a2350ceef025e0
76,@velmalikevelvet Hmm...maybe it's best if you hold it (then I don't have to pack/unpack it!) but I want it NOW ,Sun May 21 20:07:28 2023,d6ba8e59cc7110b78abbc667c1bcac528fc00d41fa0c0a3e6c971b4a63e228ba
77,@whatcassiesaid i have barely even had energy to leave my bed let alone the house  it's kinda worrying me now,Sun May 21 20:07:28 2023,3277e3f80dc6a60388ea4f86c2f72ab73e82f05713b694ed04f52132d2fde85b
78,is at home watching Criminal Minds and then Las Vegas and then.... forced myself to sleep!! ,Sun May 21 20:07:28 2023,691706d04b2ae93be1b653e0ba6fc83ebfb5ac03bf76115e7681eecc293a52a4
79,Going to the final Third year discipleship  then off to bowl and eat ice cream with the #GTAustin Staff the @GT20mobile Great day,Sun May 21 20:07:28 2023,e5c9112867e783207048d2368600b53ced4d8561d248ae0220a0004221ff5769
80,back from school.. Hard day ,Sun May 21 20:07:28 2023,8eb463b18c9e4baff68c4edb5d0461b7339f5811bc2b955ca3aad2f642de3778
81,@bballgal_508 hey jules! i know uve prob texted me somewhere down the line... my phone's not working right now  r we still on for July 4??,Sun May 21 20:07:28 2023,f0e5ec078f4af932bcbf3fe99c5b3f1231528c9bf2e5e97aea077b23a538c5be
82,And all the horses have small cuts on there hawks ,Sun May 21 20:07:28 2023,b81f5fda17e8ac87f9ba1c443cba22d96fde8c2f2143b5d84f05ec8f9cded6ea
83,@avengedpunk GTS you mad woman!  i want you to feel better!,Sun May 21 20:07:28 2023,84707762b6b0a2443d85d7e86025dca8e1b78b0047ad3342c07940a4790fb0f9
84,Is back to reality ,Sun May 21 20:07:28 2023,6cadcdf052e3d1faecd5fcbd33d784be2299fd3c04c742d25b9e54e2ee34cac5
85,Working in College Park today 9-5. I hate new places ,Sun May 21 20:07:28 2023,c966deb5219b942c0e2c693423f1fe94f327569ae3b0281cceb22e4f571eff49
86,"is jobhunting, it fucking sucks when you're in direct competition with 3 of your BFs...   ",Sun May 21 20:07:28 2023,3f8daf96833e0a9e3bb889d21893d183f78231e87b41912520364a14dd9751be
87,So.screwed up getting the morning suits for my bros wedding  now alex and I will end up in spiderman costumes ( I kid J. Will get sorted),Sun May 21 20:07:28 2023,45cf6753ae589cad3dde4cb2534d3341990f0ce57856cccd4c53d704d188b2c4
88,"@JustineCullen no he was the right one, he was the only one and as usual I screwed up, I think ive lost my bff also ",Sun May 21 20:07:28 2023,44c0800f3d4b7c2815aec27333a66d4348cc1163aba9158e41d17cd9c916cc14
89,is bummed out.  http://plurk.com/p/13w58h,Sun May 21 20:07:28 2023,1b4bbfcd7a7f306e97801330d83d9fd689b451042408c3ae7459cc3d104fc9a6
90,doesn't like dogs who chew on books.... ,Sun May 21 20:07:28 2023,4ee67d09551f66837811e829946f55087e2896dbb698e563aea804e117d58e87
91,feels guilty for lying.  this is y i dont lie.,Sun May 21 20:07:28 2023,4658422fcbfdeaf00a23b888153a90067e2a091755a1ae4445f33d027339ec9a
92,It's only 10 and it's already SO hot. ,Sun May 21 20:07:28 2023,fcbf7cb5a467839952e8f1b1de87cb223fc361c8e43efad5c4f9ca18d876ae9a
93,Afraid of what's gonna happen when Howard gets home. ,Sun May 21 20:07:28 2023,e1f4b65ee07b0a6bbd679326c7b04e6a8f92acdae9e035dfc461024ae9f73f9b
94,http://twitpic.com/8dcd0 - The leach field and septic tank debacle continues.   ,Sun May 21 20:07:28 2023,4c98bd120a14071044295bf33b2b680ed32e8c3865dca224c7b4c166206f1d99
95,Wish I could change tags for past posts  #e2conf48 to #e2conf47,Sun May 21 20:07:28 2023,f0240c0d87cefb5e280f0b912fb6862db9bd7fc6821ef4c500bc0470c2c3e429
96,"Once again my debugger won't attach to a Silverlight process, and once again I have no idea why ",Sun May 21 20:07:28 2023,90f551c30345c3c8e6754acd2113d02ff33b97f85ad8a888119e310de8849555
97,"i don't know, i'm so confused ",Sun May 21 20:07:28 2023,277839beab7b1eb33c9a7bbbf9c2f7eba02c99a38ca92e09dbf1b4d3f6ee4219
98,it feels like i'm coming down with something...  *away! away!*,Sun May 21 20:07:28 2023,f5ece0fbd40400d6c51a096db01b1190434e6b343f0a6d27a9eb0121c11b2587
99,"@catnip Oh, if I wasn't full of the lurg I'd bite your arm off for them - was lem &amp; didn't get any ",Sun May 21 20:07:28 2023,09577a3eb882f8407f585c7c9940ac94c8cac7d4c826c297e03291a71362119c
100,The results werent  good...waiting for more info ,Sun May 21 20:07:28 2023,a7ff30ff3532fe258700fe323d78fa868c441b6f95c8557dd3f3d71ea371f56b
101,"@bobby_todd No its wednesdays, I hate.. ",Sun May 21 20:07:28 2023,e3f881ce22d56f4e778cfd2e7affcf49c458528478cf6f21f23f4ced5ac5eac4
102,man its sooo nice out...but my back hurts like no other ,Sun May 21 20:07:28 2023,4b7236f18a5083daccff28426e25298c2aeb14d76cf340b48252c67acabbff16
103,"Was running late to my train, pushed my bike so hard I dislodged the handle bars ",Sun May 21 20:07:28 2023,70f7b0c97ba7c0dd4a32186bc81cc2fe050d9947aaa6aa885a4218ddddac2508
104,Not sure why I try to give blood anymore... it seems like I fail the test 2 out of 3 tries  ,Sun May 21 20:07:28 2023,1516a116a43ac7fb8e776db4816f3b543f4c0f09a81a2a24180f6c25e03ace1e
105,is so so tired...omg this day is gonna suck ,Sun May 21 20:07:28 2023,c5ba5dfc2f338b9cd13d27d46ae78ecfe43ac7e7e1713e508b957f8b3fb93383
106,can't believe it has been one year already.. yet the pain I feel whenever i think about it is no less than what i felt before. ,Sun May 21 20:07:28 2023,da6c81eac4e6bdacb5c234beca3804823144c177fd0fc9f255647ac7aede3296
107,"@sueupton Be glad it's warm there! It's been rainy, dreary, and cool here in the Northeast  #dumbledore",Sun May 21 20:07:28 2023,4419bcc5491580dec2319eb5ef4e211d71c4d0097c1bda8bf913dcea98c2e6e7
108,"Thank f**k works finished, now jobs at home to do ",Sun May 21 20:07:28 2023,d99333d1ffe43099e7bc69141004a7d9d4116a177794f5ac97a41df021dc863b
109,@launton d'oh chaffing would make for a very unhappy experience   I shoulda powdered,Sun May 21 20:07:28 2023,76d867f91dc55f16a32530a0f504b6b328cf4080a5a59595215e4bfd1e3d51cf
110,woke up early  helluh tiredd. text it(:,Sun May 21 20:07:28 2023,e7e59722f28ae551257bd4f4c0876b8d7dad1cef23190c1aa266a81631c82fa9
111,Yup - late for work!   But not nearly as late as the UN an international &quot;human rights&quot; organizations are in working to free #Gilad !,Sun May 21 20:07:28 2023,dfa775c8b69c2d5b3355aeec1eb55e4280ac2a770aa7e42b76c78b3b24924d77
112,I have a sunburn. That really hurt ,Sun May 21 20:07:28 2023,ef34953c9832b30fe7c1a74d718c4d4eb1ed0d5f45b82fcea12b7b514ae4ef1d
113,In class ,Sun May 21 20:07:28 2023,62dffd33a73bd64b7ba928bba9b732d5b75505b78f182d2e8a708a209f6b0851
114,"feeling soo dayum good , its too hot to go anywhere . ",Sun May 21 20:07:28 2023,4cffba5e50c05b2664ea15316a21235db06da26fb6ed19a3e881d660111fa763
115,http://www.oceanup.com/3.html nick testifying for diabetes. he pricks his finger 12 times a day  We need a cure for type 1 diabetes!!,Sun May 21 20:07:28 2023,29d62d25a06037233f6ad1beb4f568e68a4d80ac7da005d2d2e3c4e1a17e78a1
116,"hmm what to do today....nothing as per  wish i had my car  or even better wish people would remember i exsist, haha -_-",Sun May 21 20:07:28 2023,3cfc27ed6997eef7c447fed49a902d772bcc9ea7f287b9b2dd8eb3143119dcd4
117,about to watch &quot;he was a quiet man&quot; anyone watched it? scary yes/no? thoughts? its 2am so warn me if its scary ,Sun May 21 20:07:28 2023,91152ca8bb28b08ed9edd0a7b92c239a2d0255e8923068a48c1e939104c27bfa
118,@kellymccausey Can you believe he's a year older already! It goes by so fast ,Sun May 21 20:07:28 2023,f3192c6ee930e7b2d7cbe474aa916d3ddb10046542e504f9256cc4fc26642d7f
119,"I'll definitely missed the net, the aircon and many stuffs when I stayed on the dorm already.. ",Sun May 21 20:07:28 2023,c286029cba0074cac0dd6dd6e6a36c58cc6b90bafffffcc858cb8b9f52126c18
120,"@Rachelle_Lefevr  Great interview this morning on KAK. Hope you enjoying Australia, pitty you couldn't make it to Adelaide ",Sun May 21 20:07:28 2023,382119bed6c049937c0810027f5734828c7448930e3a548476c3d889df9d7dcb
121,Can't w8 till next weeks pay day already this weeks shocking pay ,Sun May 21 20:07:28 2023,5cf214abd47ea591a7e663859b0723c7789e4e697bf264560a1bee7479d0708b
122,@yqlairotciv I think I'll miss you even more! Aw. ,Sun May 21 20:07:28 2023,6a69d78baff04f116f106cdd56ba4f4e6f363177a240e468fd1d10a3d9c1e013
123,@marshallbu *shudders*...good luck with the test. I'm all test'd out. I got class and homework for the majority of my day ,Sun May 21 20:07:28 2023,13c90b8a2b0a1b0361cfc16612916091d2aa1ca88f711b57b87070bc41333fec
124,I wish you would just stop ,Sun May 21 20:07:28 2023,cc97b541a0d01cddc06fe228354856d06321fa18c1aa63ae6679abd007724fb2
125,@freakgoddess okay thats it ..i am real hungry now . thnks to u i m also craving for reshmi kababs but can't hav one cauz its thursday.. ,Sun May 21 20:07:28 2023,34081ecffcfc9c173e6659ea6c8c762a465d2d95f4f75752d17526333a03b3c1
126,just spilled my cup of coffee all over me. it was so embarassing. ,Sun May 21 20:07:28 2023,1146bfebedd693fb9cf8bf22a10844df63a86da7f8af25848dbb5ad4532d3ca8
127,Talking to Jonathan on the phone ,Sun May 21 20:07:28 2023,5e05538a0d1465b19c7ef59c5c6cc56e30a846bb878fa23118265e3feb1dc52a
128,I wanna go to ibiza now... O cant wait to aug ,Sun May 21 20:07:28 2023,56f84d871e034a1ffebceacca31d7934844dcf2144a3b8a72eb8f35b61bc3cbf
129,"@Secretshowcase a damn, wish i could make it bro ",Sun May 21 20:07:28 2023,347e2389ea4cd5fa5c06938f14fbecc05d7a54a704516c9cc16fcf52d8bfa37d
130,"@JessieHand ugh i know, stupid clouds!! i forget what the sun looks like! i cant go to aqua sunday  im pisssssed.",Sun May 21 20:07:28 2023,df8993d3b0651dcf3c355aa2ee25e7555d0f59314006d833448f5baebe25841a
131,Leavers Day tomorrow...I don't wanna leave ,Sun May 21 20:07:28 2023,a8232ae0c32a44ff3fb3c044bf55b0cb2f4c36cc29a22be473b41ffb32e657b2
132,"Is Still @ The Office And Running Late!!! Om Half 5 Een Meeting In Amsterdam, Ik Ga Het NOOIT Redden ",Sun May 21 20:07:28 2023,90bc67e5e789c0026ae9f11d068e6069bfc21a36f9563919dea100b8f61cb6fe
133,#22725 - The Anonymous Hugging Wall in London .. I want to hug too  http://viigo.im/01yT,Sun May 21 20:07:28 2023,269d52e01254283908d1c5d98a5db4ae7eff3c93eeba894a587c697569b00960
134,@elaineching i kena before so do understand u guys feeling ....  my 3 previous LV gone !!!,Sun May 21 20:07:28 2023,29b68afc985de3bdde47dd510f1683eb9413235cf7510921e889027bd7678dd9
135,At Erica's house responding to emails/messages then headed to the pool for some Q.T. with the cuzzos and homeboy before I leave Saturday ,Sun May 21 20:07:28 2023,b4e3e3d3632ce9a1a3493e0f42ace21867674906c87191843eaa8bcfcdc05840
136,Lol cheer up fat Asian blob. I'll see meeeee yay ugh I bruised my elbow today cleaning my room ,Sun May 21 20:07:28 2023,5c707aa5b3d7a885736e061f7eb734b12f5089a5431987489b7a0be408be776a
137,i feel like shit ,Sun May 21 20:07:28 2023,dd5ec62159536d1f4f66756d745c60467ccf84eedb52fd4b9c445ce2e5e9ec3a
138,@BrianNippon do you have those Hate demos? myspace blocked the links ,Sun May 21 20:07:28 2023,a6a2f6124b9394374d3ea30684062217512ddd546d1c45b7f1c1aad8e1968340
139,@TexasFella68 LSU - I heard  Crap!,Sun May 21 20:07:28 2023,c7d1a9a3aba877b222d2ee2f9ebe74b507e849cf7df13a9325ed95a649267cc5
140,"@moidem frst off, happy b-day belated...2nd, its not alwaya that simple ",Sun May 21 20:07:28 2023,e70f524f6067d4a2a3a19d9df159d175bafdd185ea71fb4c5ff789e5e341b74d
141,European championship gets closer. Just 2 month. And my horse is still lame ,Sun May 21 20:07:28 2023,4ddbeb197a2ad056243e0d88954484e822034f4e613cdc7982440b11b68b1efd
142,nuts. apple store couldn't fix iPhone &amp; can't replace international ones ,Sun May 21 20:07:28 2023,3426187af1cd396bc60be76a1fc6a147d5e8071dc9a67182ef631e6ecdb7c5cf
143,@criistina26  just when i appear you leave!  hahah talk later ok? love ya girl! â¥,Sun May 21 20:07:28 2023,a1650c7900f15bfd29a8aa7cfefa44bcdbe0927a11f2465d1c1086bc48e799a6
144,Does anyone know how to treat sunburn? ,Sun May 21 20:07:28 2023,8c45b0b7efe9911f5e5855d210f848b8b9c11dcf3047059de86ed9ab968e817a
145,"@aada Try to have fun, even though it sucks so badly ",Sun May 21 20:07:28 2023,0f191a82840d7b22804cbedaf6ca9401e9ab1c1c93944f9d266be7305d73a0e6
146,"@fauxrean haha, I usually don't have a hangover, but this morning I woke up w one.  Sucks.  ",Sun May 21 20:07:28 2023,e68bec6ff93e004fef4991528998f2813422a11260f1853009b0c07c8af6400a
147,@Richard_RN I think you are pretty much right on that one. ,Sun May 21 20:07:28 2023,108ada10bb0ff75d219a5752ea7bf91fbd791c66bbc72d6b26f1dc563deda777
148,can't get any ticket.. ,Sun May 21 20:07:28 2023,93cc0a4a1dc64d9306d2d8278d194204d07634dfc40d80c92cc0fb4f0c045145
149,Wishing she had mula baby to bo get some tacos from the taco lady. ,Sun May 21 20:07:28 2023,a2de683c5b420dc17ca116532e3fd66c6607e333de41f3b0c5cca42df297fd39
150,"@Alliemolson...allikins, man we need to get this thing sorted out soon love! you know what sucks, im working on canada day ",Sun May 21 20:07:28 2023,e6ce58520fbc9176e58437f159e9e2e4289f03108a0d6ea02f9646bee7a2e1b1
151,ay! i think i have tendonitis in my right forearm...it'll feel like a rubber band is stretching and hurts every once in a while ,Sun May 21 20:07:28 2023,05e2c6b5a6f3142d521459afc5daf8012fac6a2f290177b28af45c6ad61c04de
152,@jeffbowes oh jeff look what you did! @homelessamerica is following me now!! haha im  a jerk ,Sun May 21 20:07:28 2023,ddf0859f23f11120419aee2bfb8b0863dec4e8ccb96e055db0bb086004b0708f
153,Another exciting game at the CWS -- but the ending was a dissappointment.   Better luck next year!,Sun May 21 20:07:28 2023,9d9f5afbfa8ea7ef1692a817cc4b412e18d4adb476d5049d1a841ff85f009ba3
